Railroad Code,Railroad Name,Report Year,Incident Number,Incident Year,Incident Month,Other Railroad Code,Other Railroad Name,Other Incident Number,Other Incident Year,Other Incident Month,Maintenance Incident Railroad Code,Maintenance Railroad Name,Maintainance Incident Number,Maintenance Incident Year,Maintenance Incident Month,Grade Crossing ID,Date,Time,Month,Day,Hour,Minute,AM/PM,Nearest Station,Division,Subdivision,County Code,County Name,State Code,State Name,City Name,Highway Name,Public/Private Code,Public/Private,Highway User Code,Highway User,Estimated Vehicle Speed,Vehicle Direction Code,Vehicle Direction,Highway User Position Code,Highway User Position,Equipment Involved Code,Equipment Involved,Railroad Car Unit Position,Equipment Struck Code,Equipment Struck,Hazmat Involvement Code,Hazmat Involvement,Hazmat Released by Code,Hazmat Released by,Hazmat Released Name,Hazmat Released Quantity,Hazmat Released Measure,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Equipment Type Code,Equipment Type,Track Type Code,Track Type,Track Name,Track Class,Number of Locomotive Units,Number of Cars,Train Speed,Estimated/Recorded Speed,Train Direction Code,Train Direction,Crossing Warning Expanded Code 1,Crossing Warning Expanded Code 2,Crossing Warning Expanded Code 3,Crossing Warning Expanded Code 4,Crossing Warning Expanded Code 5,Crossing Warning Expanded Code 6,Crossing Warning Expanded Code 7,Crossing Warning Expanded Code 8,Crossing Warning Expanded Code 9,Crossing Warning Expanded Code 10,Crossing Warning Expanded Code 11,Crossing Warning Expanded Code 12,Crossing Warning Expanded 1,Crossing Warning Expanded 2,Crossing Warning Expanded 3,Crossing Warning Expanded 4,Crossing Warning Expanded 5,Crossing Warning Expanded 6,Crossing Warning Expanded 7,Crossing Warning Expanded 8,Crossing Warning Expanded 9,Crossing Warning Expanded 10,Crossing Warning Expanded 11,Crossing Warning Expanded 12,Signaled Crossing Warning Code,Signaled Crossing Warning,Crossing Warning Explanation Code,Crossing Warning Explanation,Roadway Condition Code,Roadway Condition,Crossing Warning Location Code,Crossing Warning Location,Warning Connected To Signal,Crossing Illuminated,User Age,User Gender,User Struck By Second Train,Highway User Action Code,Highway User Action,Driver Passed Vehicle,View Obstruction Code,View Obstruction,Driver Condition Code,Driver Condition,Driver In Vehicle,Crossing Users Killed For Reporting Railroad,Crossing Users Injured For Reporting Railroad,Vehicle Damage Cost,Number Vehicle Occupants,Employees Killed For Reporting Railroad,Employees Injured For Reporting Railroad,Number People On Train,Form 54 Filed,Passengers Killed For Reporting Railroad,Passengers Injured For Reporting Railroad,Video Taken,Video Used,Special Study 1,Special Study 2,Narrative,Total Killed Form 57,Total Injured Form 57,Railroad Type,Joint Code,Total Killed Form 55A,Total Injured Form 55A,District,Whistle Ban Code,Whistle Ban,Report Key
NS,Norfolk Southern Railway Company,2020,139225,20,09,,,,,,NS,Norfolk Southern Railway Company,139225,20,09,935218D,09/22/2020,10:06 AM,09,22,10,06,AM,DECATUR,,ALABAMA,103,MORGAN,01,ALABAMA,DECATUR,PRIVATE,N,Private,B,Truck,2,4,West,3,Moving over crossing,2,Train (units pushing),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,66,2,Day,1,Clear,1,Freight Train,4,Industry,A-LEAD,1,2,55,7,E,4,West,7,,,,,,,,,,,10,Crossbucks,,,,,,,,,,,Flagged by crew,,,,,A,Dry,1,Both sides,Unknown,Unknown,63,Male,No,3,Did not stop,No,8,Not obstructed,3,Uninjured,Yes,0,0,5000,1,0,1,2,No,0,0,No,No,,,"NS TRAIN A75AA22 STRUCK A DUMP TRUCK MOVING ON A HWY-GRADE CROSSING NOT EQUIPPED WITH GATES, CAUSING2 CARS TO DERAIL.",0,1,1,1,0,1,3,,,NS139225202009
BNSF,BNSF Railway Company,2008,CO1108200,08,11,,,,,,BNSF,BNSF Railway Company,CO1108200,08,11,003377L,11/07/2008,4:45 PM,11,07,04,45,PM,ROCKY FORD,COLORADO,,089,OTERO,08,COLORADO,,3RD RD NE,Y,Public,J,Other motor vehicle,,1,North,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,2,Rail equipment,4,Neither,,,,50,3,Dusk,1,Clear,1,Freight Train,1,Main,SINGLE MAIN,4,2,26,53,R,2,South,,,,,,,,,,,,7,,,,,,,,,,,,Crossbucks,,,,,,,2,Side of vehicle approach,No,No,17,Female,No,5,Other,No,5,Vegetation,1,Killed,Yes,3,0,5000,3,0,0,3,No,0,0,,,,,THERE WERE NO SLIGHT OBSTRUCTIONS ON THE BNSF RIGHT-OF-WAY WHICH IS 50 FEET FROM THE CENTER LINE OFTHE TRACK. THERE WAS VEGETATION ON THE ADJACENT LANDOWNER'S PROPERTY WHICH CREATED A PARTIAL OBSTRUCTION.  HIGHWAY USER SPEED UNKNOWN.,3,0,1L,1,3,0,6,2,No,BNSFCO1108200200811
BNSF,BNSF Railway Company,2008,CO1208200,08,12,,,,,,BNSF,BNSF Railway Company,CO1208200,08,12,245393N,12/09/2008,5:45 AM,12,09,05,45,AM,DENVER,COLORADO,,031,DENVER,08,COLORADO,DENVER,BAYAUD ST,Y,Public,C,Truck-trailer,0,1,North,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,20,4,Dark,6,Snow,1,Freight Train,1,Main,DOUBLE MAIN,3,4,120,23,R,2,South,1,,,,,,,,,,,3,Gates,,,,,,,,,,,Standard FLS,1,Provided minimum 20-second warning,,,,,1,Both sides,Yes,Yes,33,Male,No,5,Other,No,8,Not obstructed,3,Uninjured,Yes,0,0,10000,1,0,0,2,No,0,0,,,,,41: FOULING TRACK,0,0,1L,1,0,0,6,1,Yes,BNSFCO1208200200812
BNSF,BNSF Railway Company,2008,CO1208201,08,12,,,,,,BNSF,BNSF Railway Company,CO1208201,08,12,057209F,12/08/2008,10:40 PM,12,08,10,40,PM,HUDSON,COLORADO,,123,WELD,08,COLORADO,HUDSON,MAIN ST,Y,Public,A,Auto,,2,South,4,Trapped on crossing by traffic,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,26,4,Dark,6,Snow,1,Freight Train,1,Main,SINGLE MAIN,5,4,115,41,E,4,West,1,,,,,,,,,,,3,Gates,,,,,,,,,,,Standard FLS,1,Provided minimum 20-second warning,,,,,1,Both sides,Yes,Yes,,Male,No,5,Other,No,8,Not obstructed,3,Uninjured,No,0,0,5000,0,0,0,2,No,0,0,,,,,AGE OF DRIVER UNKNOWN  41: STUCK ON CROSSING,0,0,1L,1,0,0,6,2,No,BNSFCO1208201200812
BNSF,BNSF Railway Company,2008,CO1208202,08,12,,,,,,BNSF,BNSF Railway Company,CO1208202,08,12,276489N,12/17/2008,4:20 AM,12,17,04,20,AM,GENTRY,COLORADO,,375,POTTER,48,TEXAS,,PRIVATE,N,Private,A,Auto,0,3,East,1,Stalled or stuck on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,41,4,Dark,2,Cloudy,1,Freight Train,1,Main,SINGLE MAIN,4,4,119,38,E,1,North,,,,,,,,,,,,8,,,,,,,,,,,,Stop signs,,,,,,,1,Both sides,,No,27,Female,No,4,Stopped on crossing,No,4,Topography,3,Uninjured,No,0,0,5000,0,0,0,2,No,0,0,,,,,,0,0,1L,1,0,0,5,2,No,BNSFCO1208202200812
BNSF,BNSF Railway Company,2008,CO1208203,08,12,,,,,,BNSF,BNSF Railway Company,CO1208203,08,12,245394V,12/23/2008,9:15 AM,12,23,09,15,AM,DENVER,COLORADO,,031,DENVER,08,COLORADO,DENVER,KALAMATH ST,Y,Public,C,Truck-trailer,1,4,West,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,2,Rail equipment,4,Neither,,,,30,2,Day,1,Clear,1,Freight Train,1,Main,MAIN 1 SOUTH,3,3,60,15,R,2,South,1,,,,,,,,,,,3,Gates,,,,,,,,,,,Standard FLS,1,Provided minimum 20-second warning,,,,,2,Side of vehicle approach,No,Yes,57,Male,Unknown,5,Other,Unknown,8,Not obstructed,3,Uninjured,Yes,0,0,8000,1,0,0,2,Yes,0,0,,,,,41: MOVING IN REVERSE,0,0,1L,1,0,0,6,2,No,BNSFCO1208203200812
CSX,CSX Transportation,2020,000194636,20,12,,,,,,CSX,CSX Transportation,000194636,20,12,352170R,12/20/2020,8:09 PM,12,20,08,09,PM,CULLMAN,,S & N A NORTH,043,CULLMAN,01,ALABAMA,CULLMAN,8TH ST NW,Y,Public,A,Auto,5,3,East,3,Moving over crossing,1,Train (units pulling),1,2,Rail equipment struck by highway user,4,Neither,4,Neither,,,,42,4,Dark,4,Fog,1,Freight Train,1,Main,SINGLE MAIN TRACK,4,1,13,15,E,1,North,1,2,3,6,7,,,,,,,11,Gates,Cantilever FLS,Standard FLS,Audible,Crossbucks,,,,,,,Other,1,Provided minimum 20-second warning,,,A,Dry,1,Both sides,No,Yes,52,Male,No,1,Went around the gate,No,8,Not obstructed,3,Uninjured,Yes,0,0,6500,1,0,0,2,No,0,0,No,No,,,MOTORIST WENT TO POLICE STATION AND SAID HE HAD RUNAROUND THE GATES AND WAS STRUCK BY TRAIN BUT NO TRAIN HAD REPORTED STRIKING A  VEHICLE. PER POLICE IT APPEARED VEHICLE IMPACTED TRAIN. TRAIN ID AND RAIL CAR STRUCK ARE UNKNOWN. REPORTING TRAIN THAT WAS IN VICINITY NEAR EVENT TIME. PROTECTION ALSO ATCROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS ( STOP LINES) PROTECTION ALSO AT CROSSING: ADVANCEWARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,0,0,1,1,0,0,3,,,CSX000194636202012
CSX,CSX Transportation,2020,000194637,20,12,,,,,,CSX,CSX Transportation,000194637,20,12,352060F,12/20/2020,10:29 PM,12,20,10,29,PM,ATHENS,,S & N A NORTH,083,LIMESTONE,01,ALABAMA,ATHENS,UPPER ELKTON RD,Y,Public,A,Auto,0,3,East,1,Stalled or stuck on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,42,4,Dark,4,Fog,1,Freight Train,1,Main,#1 MAIN,4,2,156,33,E,1,North,1,3,6,7,,,,,,,,11,Gates,Standard FLS,Audible,Crossbucks,,,,,,,,Other,1,Provided minimum 20-second warning,,,A,Dry,1,Both sides,No,No,,Male,No,4,Stopped on crossing,No,8,Not obstructed,3,Uninjured,No,0,0,6500,0,0,0,2,No,0,0,Yes,Yes,,,Q51520 STRUCK OCCUPIED VEHICLE AT CROSSING. BOTH OCCUPANTS FLED SCENE ON FOOT . AGE UNKNOWN.  PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS ( RR XING SYMBOLS),0,0,1,1,0,0,3,,,CSX000194637202012
TASD,Terminal Railway Alabama State Docks,2020,D20201228A,20,12,,,,,,TASD,Terminal Railway Alabama State Docks,D20201228A,20,12,351426N,12/28/2020,5:30 AM,12,28,05,30,AM,BEAUMONT,,SYSTEM,097,MOBILE,01,ALABAMA,MOBILE,ELMIRA STREET,Y,Public,A,Auto,15,3,East,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,31,1,Dawn,1,Clear,1,Freight Train,2,Yard,CSX CHOCTAW LEAD,2,3,90,8,R,2,South,,,,,,,,,,,,12,,,,,,,,,,,,None,,,,,A,Dry,,,,No,43,Male,No,3,Did not stop,No,8,Not obstructed,3,Uninjured,Yes,0,0,3500,1,0,0,3,No,0,0,No,No,,,"AT APPROXIMATELY 05:00 THE TERMINAL RAILWAY (TASD) 23:00 YARD EXTRA WAS TAKING A NS 90 CAR EMPTY COAL TRAIN TO MCDUFFIE ISLAND COAL FACILITY. 
WHILE TRAVELING SOUTH THROUGH CSX CHOCTAW YARD AT APPROXIMATELY 8 MPH. ON THE CSX/MCDUFFIE LEAD TRACK A MOTOR VEHICLE ATTEMPTED TO BEAT THE TRAIN AT ELMIRASTREET AND WAS STRUCK BY THE NS 4110 LOCOMOTIVE FLIPPING THE VEHICLE ON ITS SIDE AFTER PUSHING APPROXIMATELY 30’. THE TRAIN STOPPED 196’ 4” AFTER IMPACT.  THERE WAS MAJOR DAMAGE TO THE AUTOMOBILE.",0,0,3,1,0,0,3,,,TASDD20201228A202012
BHRR,Birmingham Terminal Railway LLC,2020,200406003,20,04,,,,,,BHRR,Birmingham Terminal Railway LLC,200406003,20,04,970137V,04/06/2020,11:25 PM,04,06,11,25,PM,FAIRFEILD,,US STEEL,073,JEFFERSON,01,ALABAMA,FAIRFIELD,USS PIPEMILL,N,Private,A,Auto,6,4,West,3,Moving over crossing,2,Train (units pushing),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,66,4,Dark,2,Cloudy,1,Freight Train,4,Industry,PIPEMILL LEAD,3,1,5,6,R,2,South,8,,,,,,,,,,,7,Stop signs,,,,,,,,,,,Crossbucks,,,,,A,Dry,1,Both sides,No,Yes,32,Male,No,3,Did not stop,No,8,Not obstructed,3,Uninjured,Yes,0,0,2000,1,0,0,3,No,0,0,No,No,,,A USS EMPLOYEE WAS LEAVING THE PIPE MILL FACILITY WHEN HE FAILED TO STOP AT THE STOP SIGN AND MADE CONTACT WITH THE TRAIN. THERE WERE NO INJURIES. NO DAMAGE TO THE RAIL CAR AND MINOR DAMAGE TO THE USSSTEEL EMPLOYEES PERSONAL VEHICLE. THE INVESTIGATION IS STILL ONGOING.,0,0,3,1,0,0,3,,,BHRR200406003202004
SFRV,South Florida Regional Transit Authority,2015,051915,15,05,,,,,,SFRV,South Florida Regional Transit Authority,051915,15,05,628129R,05/19/2015,8:33 PM,05,19,08,33,PM,WEST PALM BEACH,,SOUTHFLRAILCORRIDOR,099,PALM BEACH,12,FLORIDA,WEST PALM BEACH,OLD OKEECHOBEE ROAD,Y,Public,K,Pedestrian,,4,West,3,Moving over crossing,2,Train (units pushing),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,80,4,Dark,1,Clear,C,Commuter Train - Pushing,1,Main,MAIN LINE 2,4,1,3,28,R,1,North,1,2,3,6,,,,,,,,7,Gates,Cantilever FLS,Standard FLS,Audible,,,,,,,,Crossbucks,1,Provided minimum 20-second warning,,,A,Dry,1,Both sides,No,Yes,31,Male,No,1,Went around the gate,,8,Not obstructed,,,,1,0,0,0,0,0,32,No,0,0,Yes,Yes,,,"TRESPASSER, ON A BICYCLE, RODE AROUND THE LOWERED CROSSING GATE AND WAS STRUCK BY THE NORTHBOUND TRAIN. FIRE RESCUE TRANSPORTED HIM TO A MEDICAL FACILITY FOR TREATMENT BUT HE EXPIRED FROM MULTIPLE LIFE-THREATENING INJURIES.",1,0,6,1,1,0,3,,,SFRV051915201505
ATK,Amtrak (National Railroad Passenger Corporation),2014,135318,14,11,,,,,,CSX,CSX Transportation,000138022,14,11,628094S,11/21/2014,10:24 AM,11,21,10,24,AM,WEST PALM BEACH,,AUBURNDALE,099,PALM BEACH,12,FLORIDA,,YOUTH CAMP X-ING,N,Private,A,Auto,25,3,East,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,72,2,Day,2,Cloudy,2,Passenger Train - Pulling,1,Main,SINGLE MAIN TRACK,4,2,11,79,E,1,North,,,,,,,,,,,,7,,,,,,,,,,,,Crossbucks,,,,,A,Dry,1,Both sides,No,No,51,Female,Yes,2,Stopped and then proceeded,No,8,Not obstructed,3,Uninjured,Yes,0,1,10000,1,0,0,180,No,0,0,No,No,,,"TRAIN 98 OPERATING WITH LOCOMOTIVES E/142-E/82 AND 11 CARS CLIPPED A VEHICLE AT MP SX953.3, A PRIVATE CROSSING.",0,1,6,1,0,1,3,,,ATK135318201411
CSX,CSX Transportation,2015,000142724,15,03,,,,,,CSX,CSX Transportation,000142724,15,03,339699F,03/09/2015,10:20 PM,03,09,10,20,PM,PENSACOLA,,PD,033,ESCAMBIA,12,FLORIDA,PENSACOLA,OLIVE RD,Y,Public,A,Auto,0,4,West,1,Stalled or stuck on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,2,Rail equipment,4,Neither,,,,68,4,Dark,1,Clear,1,Freight Train,1,Main,SINGLE MAIN,3,2,82,18,E,1,North,1,3,6,7,,,,,,,,11,Gates,Standard FLS,Audible,Crossbucks,,,,,,,,Other,1,Provided minimum 20-second warning,,,A,Dry,1,Both sides,No,Yes,26,Female,No,5,Other,No,8,Not obstructed,2,Injured,No,0,1,6500,0,0,0,2,No,0,0,Yes,Yes,,,Q60209 STRUCK UNOCCUPIED 2003 SILVER BUICK CENTURY THAT WAS STUCK ON THE CROSSING. PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS). THIS CROSSING WASCLOSED FOR TRACK MAINTENANCE AND SECTIONS OF THE CROSSING WE CUT OUT WITH BARRICADES PREVENTING HIGHWAY USERS FROM HAVING ACCESS.,0,1,1,1,0,1,3,,,CSX000142724201503
CSX,CSX Transportation,2015,000142788,15,03,,,,,,CSX,CSX Transportation,000142788,15,03,624759W,03/10/2015,3:15 PM,03,10,03,15,PM,RUSKIN,,PALMETTO,057,HILLSBOROUGH,12,FLORIDA,RUSKIN,LAVENDER RD,Y,Public,B,Truck,30,4,West,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,2,Rail equipment,4,Neither,,,,65,2,Day,1,Clear,1,Freight Train,1,Main,SINGLE MAIN,3,1,13,22,R,2,South,8,7,,,,,,,,,,11,Stop signs,Crossbucks,,,,,,,,,,Other,,,,,A,Dry,1,Both sides,No,No,49,Male,No,3,Did not stop,No,8,Not obstructed,2,Injured,Yes,0,1,16500,1,0,1,3,No,0,0,No,No,,,O70810-SOUTHBOUND TRAIN STRUCK A VEHICLE AT THE CROSSING. PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,0,2,1,1,0,2,3,,,CSX000142788201503
CSX,CSX Transportation,2015,000143111,15,03,,,,,,CSX,CSX Transportation,000143111,15,03,627514R,03/16/2015,5:00 PM,03,16,05,00,PM,STARKE,,WILDWOOD,007,BRADFORD,12,FLORIDA,STARKE,SE 144TH,Y,Public,D,Pick-up truck,0,4,West,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,80,2,Day,1,Clear,1,Freight Train,1,Main,#1 MAIN,4,2,64,28,E,2,South,1,3,6,,,,,,,,,11,Gates,Standard FLS,Audible,,,,,,,,,Other,1,Provided minimum 20-second warning,,,A,Dry,1,Both sides,No,Yes,61,Male,No,4,Stopped on crossing,No,8,Not obstructed,3,Uninjured,No,0,0,2000,0,0,0,2,No,0,0,Yes,No,,,"SOUTHBOUND TRAIN, Q45316, STRUCK A VEHICLE AT SE 144TH STREET CROSSING. DRIVER RAN AROUND CROSSING GATES AND STALLED ON THE TRACK. PROTECTION ALSO AT CROSSING: PAVEMENT MARKINGS (STOP LINES & RR XINGSYMBOLS).",0,0,1,1,0,0,3,,,CSX000143111201503
BNSF,BNSF Railway Company,2008,GC0108200,08,01,,,,,,UP,Union Pacific Railroad Company,XXX,08,01,745004L,01/04/2008,4:50 AM,01,04,04,50,AM,PIERCE,GULF,,201,HARRIS,48,TEXAS,HOUSTON,FM 521 S. FRONT,Y,Public,C,Truck-trailer,0,2,South,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,3,Both,4,Neither,,,,42,4,Dark,1,Clear,1,Freight Train,1,Main,SINGLE MAIN,3,2,73,19,R,4,West,1,,,,,,,,,,,3,Gates,,,,,,,,,,,Standard FLS,1,Provided minimum 20-second warning,,,,,2,Side of vehicle approach,No,No,,Male,No,5,Other,No,8,Not obstructed,3,Uninjured,Yes,0,0,5000,1,0,0,2,No,0,0,,,,,AGE OF DRIVER UNKNOWN.  41:  TRAILER FOULING XING.,0,0,1L,1,0,0,5,2,No,BNSFGC0108200200801
BNSF,BNSF Railway Company,2008,GC0108201,08,01,,,,,,UP,Union Pacific Railroad Company,XXX,08,01,922513V,01/15/2008,8:57 PM,01,15,08,57,PM,SUGAR LAND,GULF,,157,FORT BEND,48,TEXAS,,SH 6 SBFR,Y,Public,A,Auto,0,2,South,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,55,4,Dark,3,Rain,1,Freight Train,1,Main,SINGLE MAIN,4,3,75,44,R,3,East,1,,,,,,,,,,,6,Gates,,,,,,,,,,,Audible,1,Provided minimum 20-second warning,,,,,1,Both sides,Yes,Yes,,Female,No,5,Other,No,8,Not obstructed,3,Uninjured,No,0,0,500,0,0,0,2,No,0,0,,,,,AGE OF DRIVER UNKNOWN.  41:  VEHICLE UNOCCUPIED.,0,0,1L,1,0,0,5,2,No,BNSFGC0108201200801
BNSF,BNSF Railway Company,2009,GC0109200,09,01,,,,,,BNSF,BNSF Railway Company,GC0109200,09,01,767698D,01/08/2009,5:25 PM,01,08,05,25,PM,CADE,GULF,,099,ST MARTIN,22,LOUISIANA,,DUCHAMP RD,Y,Public,J,Other motor vehicle,3,3,East,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,2,Rail equipment,4,Neither,,,,75,3,Dusk,1,Clear,1,Freight Train,1,Main,SINGLE MAIN,4,3,117,45,E,3,East,1,,,,,,,,,,,3,Gates,,,,,,,,,,,Standard FLS,1,Provided minimum 20-second warning,,,,,1,Both sides,No,Yes,,Male,No,2,Stopped and then proceeded,No,8,Not obstructed,3,Uninjured,Yes,0,0,2000,1,0,0,2,No,0,0,,,,,AGE OF DRIVER UNKNOWN,0,0,1L,1,0,0,5,2,No,BNSFGC0109200200901
BNSF,BNSF Railway Company,2009,GC0109201,09,01,,,,,,BNSF,BNSF Railway Company,GC0109201,09,01,758072A,01/09/2009,6:50 PM,01,09,06,50,PM,SCHRIEVER,GULF,,109,TERREBONNE,22,LOUISIANA,,HORSESHOE RD.,Y,Public,A,Auto,3,2,South,3,Moving over crossing,4,Car(s) (moving),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,70,3,Dusk,1,Clear,9,Maint./inspect Car,1,Main,SINGLE MAIN,4,0,1,5,E,3,East,1,,,,,,,,,,,3,Gates,,,,,,,,,,,Standard FLS,7,Confirmed no warning,A,Insulated rail traffic,,,1,Both sides,No,No,37,Female,No,2,Stopped and then proceeded,No,8,Not obstructed,2,Injured,Yes,0,1,2500,1,0,0,1,No,0,0,,,,,,0,1,1L,1,0,1,5,2,No,BNSFGC0109201200901
BNSF,BNSF Railway Company,2009,GC0109204,09,01,,,,,,BNSF,BNSF Railway Company,GC0109204,09,01,597089G,01/14/2009,7:20 PM,01,14,07,20,PM,CASEY,GULF,,201,HARRIS,48,TEXAS,HOUSTON,FAIRBANKS RD,Y,Public,D,Pick-up truck,3,4,West,3,Moving over crossing,2,Train (units pushing),1,1,Rail equipment struck highway user,2,Rail equipment,4,Neither,,,,51,4,Dark,1,Clear,7,Yard/switching,1,Main,SINGLE MAIN,2,2,13,1,E,2,South,1,,,,,,,,,,,3,Gates,,,,,,,,,,,Standard FLS,1,Provided minimum 20-second warning,,,,,1,Both sides,No,Yes,,Male,No,2,Stopped and then proceeded,No,8,Not obstructed,2,Injured,Yes,0,1,5000,1,0,0,3,No,0,0,,,,,AGE OF DRIVER UNKNOWN,0,1,1L,1,0,1,5,2,No,BNSFGC0109204200901
BNSF,BNSF Railway Company,2009,GC0109205,09,01,,,,,,UP,Union Pacific Railroad Company,XXX,09,01,288051H,01/20/2009,4:00 AM,01,20,04,00,AM,HOUSTON,GULF,,201,HARRIS,48,TEXAS,,TELEPHONE ROAD,Y,Public,A,Auto,3,3,East,3,Moving over crossing,1,Train (units pulling),1,2,Rail equipment struck by highway user,2,Rail equipment,4,Neither,,,,48,4,Dark,1,Clear,7,Yard/switching,1,Main,DOUBLE MAIN,2,2,83,10,E,4,West,1,,,,,,,,,,,6,Gates,,,,,,,,,,,Audible,1,Provided minimum 20-second warning,,,,,1,Both sides,No,No,,Male,Unknown,5,Other,Unknown,8,Not obstructed,3,Uninjured,Yes,0,0,5000,1,0,0,2,No,0,0,,,,,AGE OF DRIVER UNKNOWN  NO OUTSIDE HELP WAS CALLED NOR WAS THE SERVICE INTERRUPTION DESK.  ENTIRE INCIDENT WAS UNKNOWN TO BNSF UNTIL AFTER AUTHORITIES CALLED US.  THERE WAS NO INDICATION OF ANY ACCIDENT OF ANY KIND DURING THE TRIP OR UPON INSPECTION OF THE TRAIN AFTER ITS ARRIVAL.,0,0,1L,1,0,0,5,2,No,BNSFGC0109205200901
ATK,Amtrak (National Railroad Passenger Corporation),2011,119803,11,05,,,,,,BNSF,BNSF Railway Company,CA0511202,11,05,028385A,05/15/2011,5:10 AM,05,15,05,10,AM,WASCO,PAC,,029,KERN,06,CALIFORNIA,,RIVERSIDE ST,Y,Public,H,Motorcycle,0,2,South,1,Stalled or stuck on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,50,1,Dawn,3,Rain,2,Passenger Train - Pulling,1,Main,MAIN,4,1,4,79,R,4,West,1,3,6,,,,,,,,,7,Gates,Standard FLS,Audible,,,,,,,,,Crossbucks,1,Provided minimum 20-second warning,,,,,1,Both sides,No,No,,Male,No,4,Stopped on crossing,No,8,Not obstructed,3,Uninjured,No,0,0,5000,1,0,0,45,No,0,0,,,,,TRAIN 711 OPERATING WITH LOCOMOTIVE C/2004 AND 4 CARS STRUCK AN ABANDONED MOTORCYCLE AT MP903.71 RIVERSIDE ST CROSSING.,0,0,6,1,0,0,7,2,No,ATK119803201105
ATK,Amtrak (National Railroad Passenger Corporation),2011,119815,11,05,,,,,,UP,Union Pacific Railroad Company,0511RS014,11,05,752131E,05/19/2011,7:23 PM,05,19,07,23,PM,SALINAS,PAC,,053,MONTEREY,06,CALIFORNIA,,PRIVATE CROSSING,N,Private,C,Truck-trailer,0,4,West,1,Stalled or stuck on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,55,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,SINGLE MAIN TRACK,4,2,11,74,R,1,North,,,,,,,,,,,,8,,,,,,,,,,,,Stop signs,,,,,,,1,Both sides,No,No,,,No,4,Stopped on crossing,No,8,Not obstructed,3,Uninjured,No,0,0,20000,1,0,2,226,Yes,0,0,,,,,"TRAIN 14 WITH LOCOMOTIVES E/176-E/505 AND 11 CARS STRUCK A TRACTOR-TRAILER AT MP154.4, RIO ROAD CROSSING.",0,2,6,1,0,2,7,2,No,ATK119815201105
ATK,Amtrak (National Railroad Passenger Corporation),2011,119875,11,05,,,,,,UP,Union Pacific Railroad Company,0511RS016,11,05,752177T,05/25/2011,12:10 PM,05,25,12,10,PM,SALINAS,PAC,,053,MONTEREY,06,CALIFORNIA,,SPENCE RD,N,Private,C,Truck-trailer,10,3,East,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,62,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,SINGLE MAIN TRACK,3,2,11,30,E,2,South,1,3,,,,,,,,,,6,Gates,Standard FLS,,,,,,,,,,Audible,1,Provided minimum 20-second warning,,,,,1,Both sides,No,No,,,No,1,Went around the gate,No,8,Not obstructed,3,Uninjured,Yes,0,0,30000,1,0,0,194,Yes,0,0,,,,,"TRAIN 11 OPERATING WITH LOCOMOTIVES E/203-E/134 AND 11 CARS STRUCK A TRACTOR-TRAILER TRUCK AT MP125.02, SPENCE RD CROSSING.",0,0,6,1,0,0,7,2,No,ATK119875201105
